GeneSymbol,EntrezID
EIF2B5,8893
DVL3,1857
AP2M1,1173
ABCF3,55324
ECE2,9718
PSMD2,5708
EIF4G1,1981
FAM131A,131408
POLR2H,5437
CHRD,8646
EPHB3,2049
VPS8,23355
MAP3K13,9175
SENP2,59343
DNAJB11,51726
AHSG,197
FETUB,26998
HRG,3273
KNG1,3827
EIF4A2,1974
ADIPOQ,9370
ST6GAL1,6480
RTP1,132112
RTP4,64108
FLJ42393,401105
LPP,4026
TPRG1,285386
TP63,8626
CLDN16,10686
IL1RAP,3556
OSTN,344901
CCDC50,152137
HRASLS,57110
OPA1,4976
HES1,3280
FAM43A,131583
MUC20,200958
LOC401109,401109
OSTalpha,200931
LRRC33,375387
PIGX,54965
PAK2,5062
SENP5,205564
LOC152217,152217
FYTTD1,84248
LRCH3,84859
RPL35A,6165
LMLN,89782
IL5RA,3568
CRBN,51185
SUMF1,285362
C3orf32,51066
OXTR,5021
RAD18,56852
SRGAP3,9901
LHFPL4,375323
CAMK1,8536
TADA3,10474
RPUSD3,285367
CIDEC,63924
PRRT3,285368
TMEM111,55831
CIDECP,152302
C3orf24,115795
C3orf10,55845
GHRL,51738
SEC13,6396
ATP2B2,491
VGLL4,9686
C3orf31,132001
C3orf31,132001
TIMP4,7079
RAF1,5894
TMEM40,55287
RPL32,6161
IQSEC1,9922
LOC100128644,100128644
NUP210,23225
WNT7A,7476
CHCHD4,131474
XPC,7508
MRPS25,64432
ZFYVE20,64145
SH3BP5,9467
METTL6,131965
COLQ,8292
HACL1,26061
ANKRD28,23243
DPH3,285381
RFTN1,23180
DAZL,1618
TBC1D5,9779
SATB1,6304
EFHB,151651
C3orf48,151649
SGOL1,151648
ZNF385D,79750
NKIRAS1,28512
THRB,7068
TOP2B,7155
NGLY1,55768
NEK10,152110
NEK10,152110
SLC4A7,9497
EOMES,8320
AZI2,64343
GADL1,339896
OSBPL10,114884
CMTM6,54918
DYNC1LI1,51143
YPLR6490,389102
GLB1,2720
UBP1,7342
CLASP2,23122
EPM2AIP1,9852
LRRFIP2,9209
PLCD1,5333
ACAA1,30
SCN5A,6331
SCN10A,6336
SCN11A,11280
GORASP1,64689
CSRNP1,64651
XIRP1,165904
CX3CR1,1524
ULK4,54986
CCK,885
LYZL4,131375
SEC22C,9117
HHATL,57467
CCDC13,152206
HIGD1A,25994
CYP8B1,1582
C3orf39,84892
ANO10,55129
ZNF445,353274
KIAA1143,57456
ZDHHC3,51304
ZDHHC3,51304
CDCP1,64866
TMEM158,25907
SLC6A20,54716
LZTFL1,54585
FYCO1,79443
XCR1,2829
CCR1,1230
LTF,4057
LRRC2,79442
ALS2CL,259173
PRSS50,29122
PRSS45,377047
PRSS42,339906
MYL3,4634
CCDC12,151903
SETD2,29072
KIF9,64147
SCAP,22937
C3orf75,54859
CSPG5,10675
SMARCC1,6599
MAP4,4134
CDC25A,993
NME6,10201
PLXNB1,5364
CCDC51,79714
SHISA5,51246
PFKFB4,5210
COL7A1,1294
UCN2,90226
UQCRC1,7384
SLC26A6,65010
CELSR3,1951
NCKIPSD,51517
IP6K2,51447
PRKAR2A,5576
SLC25A20,788
DALRD3,55152
IMPDH2,3615
QRICH1,54870
QARS,5859
LAMB2,3913
CCDC71,64925
C3orf62,375341
USP4,7375
GPX1,2876
RHOA,387
AMT,275
NICN1,84276
MST1,4485
AMIGO3,386724
GMPPB,29925
IP6K1,9807
CDHR4,389118
UBA7,7318
TRAIP,10293
CAMKV,79012
MST1R,4486
MON1A,84315
IFRD2,7866
HYAL3,8372
HYAL1,3373
HYAL2,8692
TUSC2,11334
RASSF1,11186
ZMYND10,51364
NPRL2,10641
TMEM115,11070
CACNA2D2,9254
C3orf18,51161
CISH,1154
VPRBP,9730
IQCF1,132141
RRP9,9136
PCBP4,57060
ABHD14B,84836
RPL29,6159
DUSP7,1849
POC1A,25886
TLR9,54106
TWF2,11344
WDR82,80335
BAP1,8314
SEMA3G,56920
TNNC1,7134
NT5DC2,64943
PBRM1,55193
GLT8D1,55830
NEK4,6787
ITIH4,3700
MUSTN1,389125
TMEM110,375346
SFMBT1,51460
RFT1,91869
RFT1,91869
TKT,7086
DCP1A,55802
CHDH,55349
ACTR8,93973
SELK,58515
LRTM1,57408
WNT5A,7474
ERC2,26059
C3orf51,711
C3orf63,23272
ARHGEF3,50650
IL17RD,54756
HESX1,8820
ASB14,142686
DNAH12,201625
ARF4,378
FAM116A,201627
DNASE1L3,1776
PDHB,5162
ACOX2,8309
FAM107A,11170
FAM3D,131177
C3orf67,200844
FHIT,2272
NPCDR1,246734
RPL10A,4736
ID2B,84099
FEZF2,55079
CADPS,8618
THOC7,80145
PSMD6,9861
PRICKLE2,166336
ADAMTS9,56999
MAGI1,9223
LRIG1,26018
SUCLG2,8801
FAM19A4,151647
C3orf64,285203
TMF1,7110
UBA3,9039
LMOD3,56203
FOXP1,27086
EIF4E3,317649
PROK2,60675
RYBP,23429
SHQ1,55164
PDZRN3,23024
ROBO1,6091
GBE1,2632
VGLL3,389136
POU1F1,5449
CGGBP1,8545
PROS1,5627
STX19,415117
DHFRL1,200895
MINA,84864
CLDND1,56650
CPOX,1371
DCBLD2,131566
FILIP1L,11259
TOMM70A,9868
ABI3BP,25890
IMPG2,50939
SENP7,57337
RPS18,6222
ZBTB11,27107
RPL24,6152
CBLB,868
CD47,961
IFT57,55081
KIAA1524,57650
RETNLB,84666
GUCA1C,9626
MORC1,27136
DPPA2,151871
DPPA4,55211
NFYB,4801
ZBED2,79413
PHLDB2,90102
GCET2,257144
BTLA,151888
ATG3,64422
CCDC80,151887
C3orf17,25871
CD200R1L,344807
CD200R1,131450
WDR52,55779
SPICE1,152185
NAA50,80218
KIAA1407,57577
DRD3,1814
ZNF80,7634
ZBTB20,26137
LSAMP,4045
IGSF11,152404
B4GALT4,8702
TMEM39A,55254
CD80,941
POPDC2,64091
COX17,10063
GSK3B,2932
GPR156,165829
POLQ,10721
HCLS1,3059
GOLGB1,2804
IQCB1,9657
ILDR1,286676
WDR5B,54554
KPNA1,3836
PARP9,83666
HSPBAP1,79663
SEMA5B,54437
ADCY5,111
PTPLB,201562
MYLK,4638
CCDC14,64770
ROPN1,54763
ITGB5,3693
MUC13,56667
HEG1,57493
SLC12A8,84561
ZNF148,7707
SNX4,8723
OSBPL11,114885
ALG1L,200810
SLC41A3,54946
ALDH1L1,10840
KLF15,28999
ZXDC,79364
ZXDC,79364
UROC1,131669
C3orf22,152065
TXNRD3,114112
TPRA1,131601
MGLL,11343
RUVBL1,8607
DNAJB8,165721
GATA2,2624
C3orf27,23434
RPN1,6184
KIAA1257,57501
RAB43,339122
ISY1,57461
CNBP,7555
H1FX,8971
RPL32P3,132241
C3orf25,90288
MBD4,8930
PLXND1,23129
TMCC1,23023
PIK3R4,30849
ASTE1,28990
MRPL3,11222
CPNE4,131034
ACAD11,84129
NPHP3,27031
TOPBP1,11073
RAB6B,51560
C3orf36,80111
SLCO2A1,6578
RYK,6259
AMOTL2,51421
ANAPC13,25847
KY,339855
MSL2,55167
STAG1,10274
DZIP1L,199221
A4GNT,51146
DBR1,51163
TXNDC6,347736
CEP70,80321
PIK3CB,5291
FOXL2,668
PRR23C,389152
COPB2,9276
RBP2,5948
RBP1,5947
NMNAT3,349565
TFDP2,7029
GK5,256356
XRN1,54464
ATR,545
PCOLCE2,26577
PAQR9,344838
SLC9A9,285195
PLOD2,5352
PLSCR4,57088
PLSCR2,57047
PLSCR1,5359
ZIC4,84107
HLTF,6596
CP,1356
TM4SF18,116441
TM4SF1,4071
WWTR1,25937
COMMD2,51122
PFN2,5217
TMEM183B,653659
SERP1,27230
FAM194A,131831
SIAH2,6478
CLRN1,7401
GPR171,29909
P2RY14,9934
GPR87,53836
P2RY13,53829
P2RY12,64805
IGSF10,285313
TMEM14E,645843
DHX36,170506
C3orf33,285315
SLC33A1,9197
SSR3,6747
CCNL1,57018
VEPH1,79674
SHOX2,6474
LXN,56925
RARRES1,5918
IFT80,57560
KPNA4,3840
B3GALNT1,8706
C3orf57,165679
RPL23A,6147
SI,6476
SLITRK3,22865
BCHE,590
ZBBX,79740
SERPINI2,5276
WDR49,151790
PDCD10,11235
GOLIM4,27333
MECOM,2122
MECOM,2122
ARPM1,84517
LRRC34,151827
LRRC31,79782
PHC3,80012
SLC7A14,57709
SLC7A14,57709
EIF5A2,56648
SLC2A2,6514
TNIK,23043
PLD1,5337
GHSR,2693
TNFSF10,8743
NCEH1,57552
SPATA16,83893
UBE2V1,7335
TBL1XR1,79718
ZMAT3,64393
GNB4,59345
MRPL47,57129
PEX5L,51555
DNAJC19,131118
DCUN1D1,54165
MCCC1,56922
LAMP3,27074
MCF2L2,23101
KLHL6,89857
MAP6D1,79929
PARL,55486
ABCC5,10057
ALG3,10195
CAMK2N2,94032
CLCN2,1181
THPO,7066
MAGEF1,64110
EHHADH,1962
RPL4,6124
TMEM41A,90407
LIPH,200879
IGF2BP2,10644
TRA2B,6434
ETV5,2119
DGKG,1608
CRYGS,1427
TBCCD1,55171
RFC4,5984
RPL39L,116832
MASP1,5648
SST,6750
RTP2,344892
BCL6,604
LOC100132319,100132319
LEPREL1,55214
CLDN1,9076
TMEM207,131920
UTS2D,257313
FGF12,2257
C3orf59,151963
ATP13A5,344905
ATP13A4,84239
ATP13A4,84239
CPN2,1370
LRRC15,131578
GP5,2814
ATP13A3,79572
TMEM44,93109
LSG1,55341
C3orf21,152002
ACAP2,23527
PPP1R2,5504
MUC4,4585
TNK2,10188
TFRC,7037
ZDHHC19,131540
PCYT1A,5130
TCTEX1D2,255758
UBXN7,26043
RNF168,165918
WDR53,348793
C3orf34,84984
NCBP2,22916
PIGZ,80235
MFI2,4241
DLG1,1739
BDH1,622
KIAA0226,9711
IQCG,84223
LOC348840,348840
ZNF595,152687
ZNF718,255403
ZNF141,7700
PIGG,54872
PDE6B,5158
MYL5,4636
PCGF3,10336
TMEM175,84286
IDUA,3425
FGFRL1,53834
FLJ35816,401114
C4orf42,92070
MAEA,10296
KIAA1530,57654
CRIPAK,285464
TACC3,10460
FGFR3,2261
WHSC1,7468
NAT8L,339983
RNF4,6047
FAM193A,8603
SH3BP2,6452
ADD1,118
GRK4,2868
HTT,3064
RGS12,6002
HGFAC,3083
DOK7,285489
FLJ35424,285492
ADRA2C,152
ZBTB49,166793
D4S234E,27065
MSX1,4487
STK32B,55351
C4orf6,10141
EVC,2121
WFS1,7466
MAN2B2,23324
MRFAP1,93621
LOC93622,93622
S100P,6286
CNO,55330
KIAA0232,9778
TBC1D14,57533
SORCS2,57537
AFAP1-AS,84740
AFAP1,60312
SH3TC1,54436
HTRA3,94031
C4orf23,152992
C4orf23,152992
GPR78,27201
CPZ,8532
USP17L6P,391622
DEFB131,644414
DRD5,1816
CPEB2,132864
C1QTNF7,114905
BST1,683
CD38,952
FLJ39653,202020
LAP3,51056
MED28,80306
NCAPG,64151
SLIT2,9353
PACRGL,133015
GBA3,57733
SOD3,6649
PI4K2B,55300
ZCCHC4,29063
ANAPC4,29945
SLC34A2,10568
RBPJ,3516
TBC1D19,55296
STIM2,57620
PCDH7,5099
MGC42157,439933
C4orf19,55286
PGM2,55276
TBC1D1,23216
PTTG2,10744
KLF3,51274
FAM114A1,92689
KLHL5,51088
WDR19,57728
KLB,152831
LIAS,11019
LOC401127,401127
UBE2K,3093
N4BP2,55728
RHOH,399
CHRNA9,55584
NSUN7,79730
UCHL1,7345
LIMCH1,22998
TMEM33,55161
SLC30A9,10463
GUF1,60558
GABRB1,2560
ATP10D,57205
RPL15,6138
CNGA1,1259
NIPAL1,152519
SLAIN2,57606
SLC10A4,201780
ZAR1,326340
OCIAD1,54940
CWH43,80157
DCUN1D4,23142
SPATA18,132671
RASL11B,65997
PDGFRA,5156
GSX2,170825
KIT,3815
SRD5A3,79644
TMEM165,55858
EXOC1,55763
CEP135,9662
PAICS,10606
SRP72,6731
ARL9,132946
REST,5978
POLR2B,5431
LPHN3,23284
STAP1,26228
TMPRSS11E,28983
MT2A,4502
UGT2B10,7365
UGT2B7,7364
UGT2B28,54490
CSN1S1,1446
STATH,6779
HTN3,3347
HTN1,3346
CSN1S2AP,286828
C4orf40,401137
ODAM,54959
C4orf7,260436
CSN3,1448
C4orf35,85438
SMR3A,26952
SMR3B,10879
PROL1,58503
MUC7,4589
AMTN,401138
ENAM,10117
UTP3,57050
RUFY3,22902
MOBKL1A,92597
DCK,1633
SLC4A4,8671
NPFFR2,10886
ALB,213
AFP,174
AFM,173
IL8,3576
CXCL6,6372
PF4V1,5197
CXCL1,2919
MTHFD2L,441024
EPGN,255324
EREG,2069
AREG,374
PARM1,25849
THAP6,152815
C4orf26,152816
USO1,8615
ART3,419
FAM47E,100129583
SHROOM3,57619
11-Sep,55752
LOC100131826,100131826
CCNG2,901
CXCL13,10563
MRPL1,65008
FRAS1,80144
ANXA3,306
BMP2K,55589
GDEP,118425
PRDM8,56978
FGF5,2250
C4orf22,255119
BMP3,651
ENOPH1,58478
THAP9,79725
COPS4,51138
MRPS18C,51023
AGPAT9,84803
CDS1,1040
NCRNA00247,404201
ARHGAP24,83478
PTPN13,5783
AFF1,4299
NUDT9,53343
SPP1,6696
DSPP,1834
DMP1,1758
IBSP,3381
MEPE,56955
PKD2,5311
HERC6,55008
HERC5,51191
HERC3,8916
TIGD2,166815
MMRN1,22915
FAM190A,401145
GRID2,2895
ATOH1,474
SMARCAD1,56916
PDLIM5,10611
BMPR1B,658
PDHA2,5161
COX7A2,1347
RAP1GDS1,5910
METAP1,23173
C4orf17,84103
MTTP,4547
DAPP1,27071
BANK1,55024
NFKB1,4790
CISD2,493856
TET2,54790
ARHGEF38,54848
GSTCD,79807
NPNT,255743
AIMP1,9255
SGMS2,166929
CYP2U1,113612
HADH,3033
RPL34,6164
OSTC,58505
SEC24B,10427
CCDC109B,55013
GAR1,54433
RRH,10692
LRIT3,345193
EGF,1950
ENPEP,2028
C4orf32,132720
AP1AR,55435
ALPK1,80216
LARP7,51574
ANK2,287
UGT8,7368
NDST3,9348
CEP170,9859
METTL14,57721
MYOZ2,51778
USP53,54532
EXOSC9,5393
KIAA1109,84162
ADAD1,132612
BBS12,166379
FGF2,2247
SPATA5,166378
SPRY1,10252
FAT4,79633
INTU,27152
SLC25A31,83447
HSPA4L,22824
PLK4,10733
C4orf29,80167
LARP1B,55132
PHF17,79960
C4orf33,132321
PCDH10,57575
CCRN4L,25819
NAA15,80155
RAB33B,83452
MGST2,4258
SCOC,60592
ELMOD2,255520
ZNF330,27309
IL15,3600
INPP4B,8821
USP38,84640
GAB1,2549
SMARCA5,8467
LOC441046,441046
HHIP,64399
ABCE1,6059
SMAD1,4086
MMAA,166785
LSM6,11157
POU4F2,5458
EDNRA,1909
TMEM184C,55751
ARHGAP10,79658
DCLK2,166614
MAB21L2,10586
RPS3A,6189
PRSS48,345062
ARFIP1,27236
FHDC1,85462
TRIM2,23321
MND1,84057
KIAA0922,23240
TLR2,7097
FGB,2244
LRAT,9227
RBM46,166863
NPY2R,4887
GUCY1A3,2982
GUCY1B3,2983
TDO2,6999
GLRB,2743
GRIA2,2891
TMEM144,55314
RXFP1,59350
ETFDH,2110
RAPGEF2,9693
NPY5R,4889
C4orf43,55319
C4orf39,152756
TRIM60,166655
KLHL2,11275
SC4MOL,6307
CPE,1363
TLL1,7092
ANXA10,11199
PALLD,23022
CLCN3,1182
GALNTL6,442117
GALNT7,51809
SAP30,8819
NBLA00301,79804
KIAA1712,80817
ADAM29,11086
WDR17,116966
SPCS3,60559
NEIL3,55247
FAM92A3,403315
WWC2,80014
CDKN2AIP,55602
ING2,3622
C4orf41,60684
CCDC111,201973
SLC25A4,291
SNX25,83891
ANKRD37,353322
TLR3,7098
CYP4V2,285440
KLKB1,3818
F11,2160
ZFP42,132625
TRIML1,339976
MGC39584,441058
FRG1,2483
DUX4L7,653543
DUX4,22947
DUX4L4,441056
ABCA11P,79963
ZNF721,170960
ATP5I,521
MFSD7,84179
CPLX1,10815
GAK,2580
DGKQ,1609
SLC26A1,10861
RNF212,285498
SPON2,10417
CTBP1,1487
FAM53A,152877
SLBP,7884
TMEM129,92305
LETM1,3954
WHSC2,7469
POLN,353497
HAUS3,79441
MXD4,10608
ZFYVE28,57732
TNIP2,79155
MFSD10,10227
NOP14,8602
LRPAP1,4043
OTOP1,133060
TMEM128,85013
LYAR,55646
STX18,53407
CYTL1,54360
EVC2,132884
CRMP1,1400
C4orf50,389197
JAKMIP1,152789
PPP2R2C,5522
MRFAP1L1,114932
CCDC96,257236
GRPEL1,80273
AFAP1,60312
ABLIM2,84448
ACOX3,8310
SLC2A9,56606
WDR1,9948
CLNK,116449
HS3ST1,9957
RAB28,9364
NKX3-2,579
BOD1L,259282
BOD1L,259282
FBXL5,26234
FGFBP1,9982
FGFBP2,83888
PROM1,8842
TAPT1,202018
LDB2,9079
QDPR,5860
DCAF16,54876
LCORL,254251
KCNIP4,80333
GPR125,166647
PPARGC1A,10891
DHX15,1665
CCDC149,91050
LGI2,55203
SEPSECS,51091
SEL1L3,23231
CCKAR,886
FLJ45721,401123
ARAP2,116984
RELL1,768211
GAFA3,100128236
FLJ13197,79667
TLR10,81793
TLR1,7096
TLR6,10333
TMEM156,80008
RFC1,5981
RPL9,6133
UGDH,7358
C4orf34,201895
UBE2K,3093
PDS5A,23244
RBM47,54502
APBB2,323
PHOX2B,8929
BEND4,389206
ATP8A1,10396
KCTD8,386617
YIPF7,285525
GNPDA2,132789
GABRG1,2565
GABRA2,2555
COX7B2,170712
GABRA4,2557
COMMD8,54951
CORIN,10699
NFXL1,152518
CNGA1,1259
TXK,7294
TEC,7006
FRYL,285527
OCIAD2,132299
SGCB,6443
USP46,64854
SCFD2,152579
LNX1,84708
RPL21P44,402176
CHIC2,26511
KDR,3791
CLOCK,9575
PDCL2,132954
NMU,10874
AASDH,132949
PPAT,5471
HOPX,84525
C4orf14,84273
IGFBP7,3490
TECRL,253017
EPHA5,2044
CENPC1,1060
UBA6,55236
GNRHR,2798
TMPRSS11D,9407
TMPRSS11A,339967
TMPRSS11F,389208
TMPRSS11B,132724
YTHDC1,91746
UGT2B17,7367
UGT2B15,7366
UGT2A3,79799
UGT2B11,10720
UGT2B4,7363
UGT2A1,10941
SULT1B1,27284
SULT1E1,6783
CSN2,1447
IGJ,3512
GRSF1,2926
GC,2638
ADAMTS3,9508
COX18,285521
ANKRD17,26057
RASSF6,166824
PF4,5196
PPBP,5473
CXCL5,6374
CXCL3,2921
PPBPL2,10895
CXCL2,2920
BTC,685
RCHY1,25898
CDKL2,8999
G3BP2,9908
PPEF2,5470
NAAA,27163
SDAD1,55153
CXCL9,4283
CXCL10,3627
CXCL11,6373
NUP54,53371
SCARB2,950
CCDC158,339965
CCNI,10983
CNOT6L,246175
PAQR3,152559
GK2,2712
ANTXR2,118429
PRKG2,5593
RASGEF1B,153020
MOP-1,643616
HNRNPD,3184
HNRPDL,9987
C4orf11,439934
SCD5,79966
SEC31A,22872
LIN54,132660
PLAC8,51316
COQ2,27235
HPSE,10855
HELQ,113510
FAM175A,84142
OK/SW-CL.36,100131077
NKX6-1,4825
WDFY3,23001
MAPK10,5602
SLC10A6,345274
C4orf36,132989
KLHL8,57563
HSD17B13,345275
HSD17B11,51170
SPARCL1,8404
ABCG2,9429
PPM1K,152926
PIGY,84992
NAP1L5,266812
FAM13A,10144
FAM13A,10144
GPRIN3,285513
SNCA,6622
TMSL3,7117
HPGDS,27306
UNC5C,8633
C4orf37,285555
TSPAN5,10098
EIF4E,1977
ADH5,128
ADH4,127
ADH6,130
ADH1A,124
ADH1B,125
ADH1C,126
ADH7,131
RG9MTD2,93587
MAPKSP1,8649
DNAJB14,79982
H2AFZ,3015
DDIT4L,115265
EMCN,51705
PPP3CA,5530
SLC39A8,64116
MANBA,4126
UBE2D3,7323
NHEDC1,150159
NHEDC2,133308
BDH2,56898
CENPE,1062
TACR3,6870
CXXC4,80319
PPA2,27068
INTS12,57117
TBCK,93627
DKK2,27123
PAPSS1,9061
LEF1,51176
LOC285456,285456
AGXT2L1,64850
COL25A1,84570
CASP6,839
PLA2G12A,81579
CFI,3426
ELOVL6,79071
PITX2,5308
TIFA,92610
NEUROG2,63973
C4orf21,55345
RPS26,6231
CAMK2D,817
ARSJ,79642
NDST4,64579
TRAM1L1,133022
PRSS12,8492
SEC24D,9871
C4orf3,401152
C4orf3,401152
FABP2,2169
PDE5A,8654
MAD2L1,4085
PRDM5,11107
C4orf31,79625
TNIP3,79931
QRFPR,84109
ANXA5,308
TMEM155,132332
CCNA2,890
BBS7,55212
TRPC3,7222
IL2,3558
IL21,59067
FGF2,2247
ANKRD50,57182
MFSD8,256471
PGRMC2,10424
SCLT1,132320
SLC7A11,23657
ELF2,1998
C4orf49,84709
NDUFC1,4717
SETD7,80854
MAML3,55534
CLGN,1047
UCP1,7350
INPP4B,8821
GYPE,2996
GYPB,2994
GYPA,2993
ANAPC10,10393
OTUD4,54726
ZNF827,152485
SLC10A7,84068
TTC29,83894
PRMT10,90826
NR3C2,4306
LRBA,987
PET112L,5188
FBXW7,55294
TMEM154,201799
ANXA2P1,303
TIGD4,201798
RNF175,285533
SFRP2,6423
DCHS2,54798
PLRG1,5356
FGA,2243
FGG,2266
MAP9,79884
ACCN5,51802
CTSO,1519
PDGFC,56034
FAM198B,51313
PPID,5481
C4orf45,152940
FSTL5,56884
NAF1,92345
NPY1R,4886
TKTL2,84076
1-Mar,55016
ANP32C,23520
TMEM192,201931
GK3P,2713
SPOCK3,50859
DDX60,55601
CBR4,84869
SH3RF1,57630
NEK1,4750
C4orf27,54969
MFAP3L,9848
AADAT,51166
HMGB2,3148
SCRG1,11341
HAND2,9464
MORF4,10934
FBXO8,26269
HPGD,3248
GLRA3,8001
GPM6A,2823
SPATA4,132851
ASB5,140458
VEGFC,7424
AGA,175
MGC45800,90768
DCTD,1635
C4orf38,152641
RWDD4,201965
ENPP6,133121
LOC728175,728175
IRF2,3660
CASP3,836
MLF1IP,79682
ACSL1,2180
SLED1,643036
KIAA1430,57587
LRP2BP,55805
UFSP2,55325
CCDC110,256309
PDLIM3,27295
SORBS2,8470
SORBS2,8470
MTNR1A,4543
FAT1,2195
TRIML2,205860
TUBB4Q,56604
FRG2,448831
PLEKHG4B,153478
SDHA,6389
AHRR,57491
EXOC3,11336
CEP72,55722
TRIP13,9319
NKD2,85409
SLC6A19,340024
SLC6A18,348932
NDUFS6,4726
C5orf38,153571
IRX1,79192
ADAMTS16,170690
SRD5A1,6715
PAPD7,11044
ADCY2,108
MTRR,4552
CCT5,22948
6-Mar,10299
ROPN1L,83853
TRIO,7204
LOC100133299,100133299
FAM105A,54491
FAM105B,90268
FBXL7,23194
BASP1,10409
PMCHL2,5370
PRDM9,56979
C5orf17,439936
CDH6,1004
C5orf22,55322
PDZD2,23037
TOMM7,54543
SUB1,10923
NPR3,4883
C5orf23,79614
TARS,6897
RXFP3,51289
RAI14,26064
TTC23L,153657
BRIX1,55299
DNAJC21,134218
SPEF2,79925
IL7R,3575
SKP2,6502
SLC1A3,6507
NIPBL,25836
WDR70,55100
EGFLAM,133584
OSMR,9180
PTGER4,5734
CARD6,84674
C7,730
C5orf51,285636
FBXO4,26272
GHR,2690
LOC153684,153684
ZNF131,7690
MGC42105,167359
NNT,23530
MRPS30,10884
PARP8,79668
ISL1,3670
ITGA1,3672
ITGA2,3673
FST,10468
NDUFS4,4724
HSPB3,8988
SNX18,112574
GZMK,3003
GZMA,3001
GPX8,493869
SKIV2L2,23517
DDX4,54514
IL31RA,133396
C5orf35,133383
GPBP1,65056
GAPT,202309
RAB3C,115827
PART1,25859
NDUFAF2,91942
FLJ37543,285668
KIF2A,3796
IPO11,51194
LRRC70,100130733
CWC27,10283
PPWD1,23398
C5orf44,80006
NLN,57486
ERBB2IP,55914
SREK1,140890
FLJ46010,401191
MAST4,375449
PIK3R1,5295
SLC30A5,64924
CCNB1,891
CENPH,64946
MRPS36,92259
CDK7,1022
RAD17,5884
GTF2H2,2966
SERF1A,8293
SMN1,6606
SMN1,6606
BDP1,55814
PMCHL2,5370
MCCC2,64087
CARTPT,9607
MAP1B,4131
PTCD2,79810
TNPO1,3842
FCHO2,115548
TMEM171,134285
TMEM174,134288
BTF3,689
FUNDC2,65991
UTP15,84135
RGNEF,64283
HEXB,3074
NSA2,10412
HMGCR,3156
POLK,51426
IQGAP2,10788
F2R,2149
F2RL1,2150
S100Z,170591
CRHBP,1393
AGGF1,55109
PDE8B,8622
SCAMP1,9522
BHMT2,23743
BHMT,635
JMY,133746
PAPD4,167153
CMYA5,202333
THBS4,7060
SPZ1,84654
ZFYVE16,9765
FAM151B,167555
MSH3,4437
RASGRF2,5924
CKMT2,1160
ZCCHC9,84240
ATG10,83734
XRCC4,7518
VCAN,1462
NBPF22P,285622
COX7C,1350
RASA1,5921
POLR3G,10622
GPR98,84059
NR2F1,7025
ANKRD32,84250
FAM81B,153643
ARSK,153642
GPR150,285601
RFESD,317671
RHOBTB3,22836
C5orf27,202299
CAST,831
ERAP2,64167
LNPEP,4012
LNPEP,4012
RGMB,285704
FAM174A,345757
PAM,5066
PPIP5K2,23262
C5orf30,90355
RAB9BP1,9366
FER,2241
MAN2A1,4124
SLC25A46,91137
TSLP,85480
WDR36,134430
CAMK4,814
NCRNA00219,114915
FLJ11235,54508
APC,324
SRP19,6728
ZRSR2,8233
DCP2,167227
YTHDC2,64848
KCNN2,3781
AP3S1,1176
AQPEP,206338
COMMD10,51397
DMXL1,1657
TNFAIP8,25816
HSD17B4,3295
FAM170A,340069
PRR16,51334
FTMT,94033
SRFBP1,153443
ZNF474,133923
SNCAIP,9627
SNX2,6643
SNX24,28966
CSNK1G3,1456
GRAMD3,65983
PHAX,51808
C5orf48,389320
LMNB1,4001
MEGF10,84466
PRRC1,133619
SLC12A2,6558
SLC27A6,28965
ISOC1,51015
ADAMTS19,171019
CHSY3,337876
LYRM7,90624
LYRM7,90624
CDC42SE2,56990
IL3,3562
CSF2,1437
PDLIM4,8572
SLC22A4,6583
SLC22A5,6584
RAD50,10111
IL13,3596
IL4,3565
ANKRD43,134548
UQCRQ,27089
LEAP2,116842
HSPA4,3308
TCF7,6932
UBE2B,7320
PHF15,23338
SEC24A,10802
CAMLG,819
DDX46,9879
C5orf24,134553
TXNDC15,79770
PCBD2,84105
CATSPER3,347732
SLC25A48,153328
FBXL21,26223
TGFBI,7045
SMAD5,4090
NPY6R,4888
MYOT,9499
PKD2L2,27039
WNT8A,7478
KIF20A,10112
FAM53C,51307
KDM3B,51780
REEP2,51308
EGR1,1958
CTNNA1,1495
MATR3,9782
PAIP2,51247
UBE2D2,7322
CXXC5,51523
PSD2,84249
C5orf32,84418
PURA,5813
C5orf53,492311
WDR55,54853
SLC4A9,83697
ANKHD1-EIF4EBP3,404734
SLC35A4,113829
TMCO6,55374
IK,3550
HARS2,23438
ZMAT2,153527
PCDHA12,56137
PCDHB1,29930
PCDHB2,56133
PCDHB3,56132
PCDHB4,56131
PCDHB5,26167
PCDHB6,56130
PCDHB17,54661
PCDHB7,56129
PCDHB8,56128
PCDHB16,57717
PCDHB9,56127
PCDHB10,56126
PCDHB11,56125
PCDHB12,56124
PCDHB13,56123
PCDHB14,56122
PCDHB18,54660
PCDHB15,56121
PCDHGC5,56097
RELL2,285613
KIAA0141,9812
RNF14,9604
NDFIP1,80762
ARHGAP26,23092
HMHB1,57824
SH3RF2,153769
RBM27,54439
TCERG1,10915
STK32A,202374
SCGB3A2,117156
SPINK5,11005
SPINK14,408187
SPINK6,404203
SPINK7,84651
ADRB2,154
ABLIM3,22885
AFAP1L1,134265
GRPEL2,134266
PCYOX1L,78991
ARHGEF37,389337
PPARGC1B,133522
SLC26A2,1836
CDX1,1044
SLC6A7,6534
